CourseID,CourseName,Unit,ReviewNumber,AvgStar,Level,Description
653,Pattern Discovery in Data Mining,University of Illinois at Urbana-Champaign,316,4.3,,
63,Application of Data Analysis in Business with R Programming,Coursera Project Network,112,4.3,Intermediate level,"Apply Data Manipulation and Data Visualization.
Analyze trends and patterns of business data.
Find Correlation to understand the relationship between variables. 
"
757,Scalable Machine Learning on Big Data using Apache Spark,IBM,1247,3.8,Intermediate level,
722,Real-time data visualization dashboard using Node-red,Coursera Project Network,14,4.4,Intermediate level,"Learn to work with Node-Red dashboard package.
Learn to function node to preprocess the data 
Learn to work with APIs in node red
"
162,Cluster Analysis in Data Mining,University of Illinois at Urbana-Champaign,403,4.5,,
448,High-dimensional Data visualization techniques using python,Coursera Project Network,0,0.0,Intermediate level,"Learn how to preprocess High-Dimensional data for visualization and analysis 
Learn how implement Scatter plot matrix and Parallel Coordinate plot in python
Learn about why/how data reduction techniques 
"
821,"The Power of Machine Learning: Boost Business, Accumulate Clicks, Fight Fraud, and Deny Deadbeats",SAS,145,4.8,Beginner level,"Participate in the deployment of machine learning
Identify potential machine learning deployments that will generate value for your organization
Report on the predictive performance of machine learning and the profit it generates
Understand the potential of machine learning and avoid the false promises of “artificial intelligence”
"
309,Deep Learning with PyTorch : Generative Adversarial Network,Coursera Project Network,63,4.5,Intermediate level,"Create Discriminator and Generator Network 
Create a training loop to train GAN model
"
645,NoSQL systems,Universidad Nacional Autónoma de México,162,4.3,Intermediate level,
238,Data Mining Project,University of Colorado Boulder,0,0.0,Intermediate level,"Identify the key components of and propose a real-world data mining project.
Design and develop real-world solutions across the full data mining pipeline. 
Summarize and present the key findings of the data mining project.
Analyze the overall project process and identify possible improvements.  
"
565,Machine Learning Engineering for Production (MLOps) Specialization,DeepLearning.AI,3381,4.6,Advanced level,"Design an ML production system end-to-end: project scoping, data needs, modeling strategies, and deployment requirements.
Establish a model baseline, address concept drift, and prototype how to develop, deploy, and continuously improve a productionized ML application.
Build data pipelines by gathering, cleaning, and validating datasets. Establish data lifecycle by using data lineage and provenance metadata tools.
Apply best practices and progressive delivery techniques to maintain and monitor a continuously operating production system.
"
137,Business intelligence and data warehousing,Universidad Nacional Autónoma de México,98,3.9,Intermediate level,
655,Perform exploratory data analysis on retail data with Python,Coursera Project Network,0,0.0,Intermediate level,"Load, clean, analyze, process, and visualize data using Python and Jupyter Notebooks
Produce an end-to-end exploratory data analysis using Python and Jupyter Notebooks
"
479,Interpretable Machine Learning Applications: Part 2,Coursera Project Network,15,4.1,Beginner level,"Apply Local Interpretable Model-agnostic Explanations (LIME) as a machine learning interpretation
Explain individual predictions being made by a trained machine learning model. 
Add aspects for individual predictions in your Machine Learning applications.
"
56,Analyze Data,CertNexus,16,4.7,Intermediate level,
49,Advanced Models for Decision Making,University of Minnesota,47,4.8,Beginner level,
657,Performing Data Definition and Manipulation in SQL,Coursera Project Network,106,4.6,Beginner level,"Learn how to use SQL data definition statements for various data definition tasks such as creating a database, table etc
Learn how to use SQL data manipulation statements for various data manipulation tasks such as updating records in a table, etc
"
841,Tweet Emotion Recognition with TensorFlow,Coursera Project Network,152,4.6,Intermediate level,"Use a Tokenizer in TensorFlow
Pad and Truncate Sequences
Create and Train a Recurrent Neural Network
Use NLP and Deep Learning to perform Text Classification
"
369,Facial Expression Recognition with PyTorch,Coursera Project Network,31,3.7,Beginner level,"Load pretrained state of the art model
Create train and eval function to write the training loop 
"
413,Generative AI: Prompt Engineering Basics,IBM,238,4.8,Beginner level,"Explain the concept and relevance of prompt engineering in generative AI models.
Apply best practices for creating prompts and explore examples of impactful prompts.
Practice common prompt engineering techniques and approaches for writing effective prompts.
Explore commonly used tools for prompt engineering to aid with prompt engineering. 
"
144,Case studies in business analytics with ACCENTURE,ESSEC Business School,205,3.7,,
836,Train Machine Learning Models,CertNexus,0,0.0,Intermediate level,
119,Build your first Machine Learning Pipeline using Dataiku,Coursera Project Network,50,4.6,Beginner level,"Build a Machine Learning Pipeline without writing a single line of code
Leverage AutoML feature of DataIku to build models
Use COVID dataset to predict fatalities with more than 90% accuracy
"
191,Custom Reports in Google Analytics,Coursera Project Network,161,4.5,Intermediate level,"Discover the Building Blocks of a Report
How to Create Custom Reports using Three Different Methods
Organize and Manage Your Custom Reports
"
273,Data Visualization in Power BI: Create Your First Dashboard,Coursera Project Network,11,4.3,Intermediate level," Explore dashboard-composition best practices using examples 
 Build a dashboard using a combination of different visuals in PowerBI
 Create a Tile and Pin to a Dashboard  in PowerBI
"
729,Regression and Classification,University of Colorado Boulder,0,0.0,Intermediate level,"Express why Statistical Learning is important and how it can be used.
Identify the strengths, weaknesses and caveats of different models and choose the most appropriate model for a given statistical problem.
Determine what type of data and problems require supervised vs. unsupervised techniques.
"
378,Forecast bikeshare demand using time series models in R,Coursera Project Network,0,0.0,Intermediate level,"Describe data to answer key questions to uncover insights
Fit well-validated time series models for forecasting future rental bikes demands
Provide analytic insights and data-driven recommendations
"
482,Interpretable machine learning applications: Part 5,Coursera Project Network,0,0.0,Beginner level," Be acquainted with the basics of the Aequitas Tool as a tool to measure and detect bias in the outcome of a machine learning prediction model.
Learn more about a real world case study, i.e., predictions of recidivism (COMPAS dataset), and how the prediction model may have been biased.
Learn a technique, which is largely based on statistical descriptors, for measuring bias and fairness for Machine Learning (ML) prediction models.
"
